text	root	ending	clitic	partofspeech	form
Liivamäega	Liivamägi	ga		H	sg kom
Kukli	Kukli	0		H	sg n
Torropille	Torrop	le		H	sg all
teije	sina	0		P	pl g
Vastse-	Vastse-	0		H	sg n
Ariko	Ariko	0		H	sg n
lango	lõng	0		S	pl p
Jaan	Jaan	0		H	sg n
Liisa	Liisa	0		H	sg n
voi	või	0		V	o
Lauk	Lauk	0		H	sg n
üteldas	ütle	das		V	takse
Tanenberg	Tanenberg	0		H	sg n
Vallavannemb	Vallavannemb	0		H	sg n
jäije	jää	ije		V	s
Kanna	Kanna	0		H	sg n
Mathiesen	Mathiesen	0		H	sg n
Paks	Paks	0		H	sg n
Pusep	Pusep	0		H	sg n
Udrask	Udras	0		H	sg g
Villandil	Villand	l		H	sg ad
Kohtomehes	Kohtomehes	0		H	sg n
Aitsare	Aitsare	0		H	sg n
Kaarli	Kaarli	0		H	sg n
Küüsta	Küüsta	0		H	sg n
Sederile	Seder	le		H	sg all
Erastvere	Erastvere	0		H	sg n
Hanso	Hanso	0		H	sg n
Lüüs	Lüüs	0		H	sg n
Prukk	Prukk	0		H	sg n
Marget	Marget	t		H	sg n
Jacob	Jacob	0		H	sg n
Pettscher	Pettscher	0		H	sg n
Paatsi	Paatzi	0		H	sg n
Tanil	Tanil	0		H	sg n
Rammolüüs	Rammolüüs	0		H	sg n
Müürseppale	Müürsep	le		H	sg all
Saamosson	Saamosson	0		H	sg n
Seme	Seme	0		H	sg n
mano	manu	0		K	
Kaibum	Kaibum	0		H	sg n
kirjotaja	kirjotaja	0		H	sg n
Ado	Ado	0		H	sg n
koan	koda	n		S	sg in
Johanil	Johann	l		H	sg ad
Tiina	Tiina	0		H	sg n
Mitt	Mitt	0		H	sg n
Lena	Lena	0		H	sg n
pantu	pane	tu		V	tud
Peri	Peri	0		H	sg n
Torropil	Torrop	l		H	sg ad
küllen	küljes	0		D	
Saamo	Saamo	0		H	sg n
Karijoe	Karijoe	0		H	sg n
Lillo	Lillo	0		H	sg n
N.	N.	0		Y	sg n
Johan	Johan	0		H	sg n
se	see	0		P	sg n
Listako	Listak	0		H	sg g
L.	L.	0		Y	?
Grosschmittile	Grosschmittile	0		H	sg n
Plakso	Plaks	0		H	sg g
Lang	Lang	0		H	sg n
Parre	Parro	0		H	sg n
Aigru	Aigru	0		H	sg n
Perilt	Peri	t		H	sg p
Vöörmondre	Vöörmondre	0		H	sg n
A.	A.	0		Y	sg n
Muld	Muld	0		H	sg n
Poiol	Poio	l		H	sg ad
Ritzari	Ritzar	0		H	sg g
Võro	Võro	0		H	sg n
Nõumehe	Nõumehe	0		H	sg n
Venne	Venne	0		H	sg n
Roth	Roth	0		H	sg n
Saaremaa	Saaremaa	0		H	sg n
olet	ole	t		V	d
Kustav	Kustav	0		H	sg n
tettu	tege	tu		V	tud
Kilter	Kilter	0		H	sg n
Hermale	Herm	le		H	sg all
Livamägi	Livamägi	0		H	sg n
Jüri	Jüri	0		H	sg n
Neesama	see_sama	0		P	pl n
valla	valla	0		H	sg n
Tilgerile	Tilger	le		H	sg all
Wõitra	Wõitra	0		H	sg n
selletus	seletus	0		S	sg n
B.	B.	0		Y	?
J.	J.	0		Y	sg n
Vastse-Koiolan	Vaste-Koiola	0		H	sg g
Patzi	Patzi	0		H	sg n
Jõksi	Jõksi	0		H	sg n
Tilgeriga	Tilger	ga		H	sg kom
Kaup	Kaup	0		H	sg n
Turvast	Turvas	t		H	sg p
Michel	Michel	0		H	sg n
sis	siis	0		D	
paljo	palju	0		D	
Saks	Saks	0		H	sg n
kaibanu	kaeba	nu		V	nud
Melsare	Melsare	0		H	sg n
Saamot	Saamo	t		H	sg p
Hütt	Hütt	0		H	sg n
Põlva	Põlva	0		H	sg n
Thoma	Thoma	0		H	sg n
Ordnungsgerichti	Ordnungsgericht	0		H	sg g
Viido	Viido	0		H	sg n
Madis	Madis	0		H	sg n
Zarri	Zarri	0		H	sg n
Kehrberg	Kehrberg	0		H	sg n
Sõrg	Sõrg	0		H	sg n
Miina	Miina	0		H	sg n
Andres	Andres	0		H	sg n
Paatzi	Paatzi	0		H	sg n
Kaartsaare	Kaartsaare	0		H	sg n
moisast	mõis	st		S	sg el
T.	T.	0		Y	sg n
Tontsikersna	Tontsikersna	0		H	sg n
Schwartz	Schwartz	0		H	sg n
Sõrmus	Sõrmus	0		H	sg n
Kärvküla	Kärvküla	0		H	sg n
Sõrmusse	Sõrmus	sse		H	sg ill
Jooso	Jooso	0		H	sg n
Hendriko	Hendriko	0		H	sg n
Prükku	Prükk	0		H	sg g
Vinnet	Vinne	t		H	sg p
Purraski	Purraski	0		H	sg n
Veisveeril	Veisveer	l		H	sg ad
Lüüsi	Lüüs	0		H	sg g
Mäe-Kächri	Mäe-Kächri	0		H	sg n
Hans	Hans	0		H	sg n
Andre	Andre	0		H	sg n
Kaarle	Kaarle	0		H	sg n
Pindi	Pindi	0		H	sg n
Petri	Petri	0		H	sg n
Lillosson	Lillosson	0		H	sg n
H.	H.	0		Y	sg n
Plaks	Plaks	0		H	sg n
J.Kehrberg	J.Kehrberg	0		H	sg n
nink	ning	0		J	
muido	muidu	0		D	
Kabina	Kabina	0		H	sg n
Toropi	Toropi	0		H	sg n
Leetva	Leetva	0		H	sg n
Joh	Joh	0		H	sg n
Hakmann	Hakmann	0		H	sg n
Laud	Laud	0		H	sg n
Saaremõtz	Saaremõtz	0		H	sg n
Rothi	Roth	0		H	sg g
Vinne	Vinne	0		H	sg n
Nr	Nr	0		Y	sg n
Villem	Villem	0		H	sg n
Eenistja	Eenistja	0		H	sg n
