text	root	ending	clitic	partofspeech	form
Prüs	Prüs	0		H	sg n
Kurg	Kurg	0		H	sg n
Nanul	Nanul	0		H	sg n
Muhuga	Muhu	ga		H	sg kom
Kronbärg	Kronbärg	0		H	sg n
Pernapuu	Pernapuu	0		H	sg n
perandaja	pärandaja	0		H	sg n
Uve	Uve	0		H	sg n
Kuristas	Kuristas	0		H	sg n
Laurisson	Laurisson	0		H	sg n
Koch	Koch	0		H	sg n
järges	järg	0		S	sg in
JMihkel	JMihkel	0		H	sg n
nin	nii	0		D	
paljald	paljalt	0		D	
Pärna	Pärna	0		H	sg n
Käärik	Käärik	0		H	sg n
Ropkal	Ropka	l		H	sg ad
Poomil	Poom	l		H	sg ad
Puchzichtist	Puchziht	t		H	sg p
Hendrik	Hendrik	0		H	sg n
Mihkel	Mihkel	0		H	sg n
Jonson	Jonson	0		H	sg n
Pess	Pess	0		H	sg n
Novemb	Novemb	0		Y	
Raalil	Raali	l		H	sg ad
ärä	ära 0		D		
Krootma	Krootma	0		H	sg n
Raal	Raal	0		H	sg n
Moos	Moos	0		H	sg n
Jakobsn	Jakobsn	0		H	sg n
Ohlmannil	Ohlman	l		H	sg ad
Naano	Naanu	0		H	sg n
Marmonni	Marmonn	0		H	sg g
Selle	Selle	0		H	sg n
Caroline	Caroline	0		H	sg n
Naanust	Naanu	t		H	sg p
Viilup	Viilup	0		H	sg n
Johansoni	Johan	0		H	sg g
Sökkutaja	Sökkutaja	0		H	sg n
Orav	Orav	0		H	sg n
Kiis	Kiis	0		H	sg n
Vanemba	Vanemba	0		H	sg n
müinud	müü	nud		V	nud
Podrätschik	Podrätsik	0		H	sg g
Kihnl	Kihn	l		H	sg ad
Sood	Sood	d		H	sg n
Dubergil	Duberg	l		H	sg ad
Ropka	Ropka	0		H	sg n
XXX	XXX	0		Y	sg n
Poumnan	Poumnan	0		H	sg n
aea	aeg	0		S	sg g
Liisu	Liisu	0		H	sg n
alan	all	0		D	
Nordeni	Nordeni	0		H	sg n
Sao	Sao	0		H	sg n
Puissu	Puissu	0		H	sg n
perra	pärra	0		D	
Jaan	Jaan	0		H	sg n
Liisa	Liisa	0		H	sg n
Jan	Jan	0		H	sg n
Andrese	Andres	0		H	sg g
Part	Part	0		H	sg n
Tiina	Tiina	0		H	sg n
vak	vakk	0		S	sg n
Unti	Unti	0		H	sg n
Marmonil	Marmonn	l		H	sg ad
Luhaärest	Luha	t		H	sg p
sehen	sees	0		K	
Tuberg	Tuberg	0		H	sg n
Rekandil	Rekandil	l		H	sg n
Davit	Davit	0		H	sg n
Veski	Veski	0		H	sg n
Peedsu	Peedsu	0		H	sg n
Sumbak	Sumbak	0		H	sg n
Märt	Märt	0		H	sg n
Pillau	Pillau	0		H	sg n
Laanil	Laanil	0		H	sg n
poljalt	paljalt	0		D	
Välk	Välk	0		H	sg n
Kaarli	Kaarli	0		H	sg n
Pärnapuul	Pärnapu	l		H	sg ad
Luhaärt	Luhaär	t		H	sg p
Sepp	Sepp	0		H	sg n
Ploom	Ploom	0		H	sg n
Suik	Suik	0		H	sg n
Virmanni	Virmann	0		H	sg g
Malman	Malman	0		H	sg n
Maalamann	Maalmann	0		H	sg g
Seppa	Seppa	0		H	sg n
Sillamatsi	Sillamatsi	0		H	sg n
Reinvald	Reinvald	0		H	sg n
Kasan	Kasan	0		H	sg n
Tavits	Tavits	0		H	sg n
Karli	Karl	0		H	sg g
Jonsoni	Jonsn	0		H	sg g
Juula	Juula	0		H	sg n
Karjärvel	Karjärvel	l		H	sg n
Naanu	Naanu	0		H	sg n
Kaup	Kaup	0		H	sg n
Laari	Laari	0		H	sg n
Puhzicht	Puhzicht	0		H	sg n
Illi	Illi	0		H	sg n
Sarvega	Sarv	ga		H	sg kom
jarges	järg	0		S	sg in
Luhaäre	Luha	0		H	sg g
Olepi	Olepi	0		H	sg n
Kärijervee-tee	Kärijervee-tee	0		H	sg n
Mittil	Mitti	l		H	sg ad
Puhzichi	Puhzichi	0		H	sg n
Patratschiku	Paträtsik	0		H	sg g
Saamo	Saamo	0		H	sg n
Meeri	Meeri	0		H	sg n
Illi-Olepi	Illi	0		H	sg g
Johan	Johan	0		H	sg n
Ihastelt	Ihastelt	lt		H	sg n
Paursonil	Paursonil	l		H	sg n
Mittel	Mitti	l		H	sg ad
Mittiga	Mittiga	ga		H	sg n
Kuk	Kuk	0		H	sg n
Puchzichti	Puchziht	0		H	sg g
Karlovast	Karl	t		H	sg p
müinu	müü	nu		V	nud
Tillisonil	Tillisson	l		H	sg ad
Kuhjavaht	Kuhjavaht	0		H	sg n
Puchzichtil	Puchziht	l		H	sg ad
Padrätschik	Padrätschik	0		H	sg n
Tönnis	Tönnis	0		H	sg n
Mat	Mat	0		H	sg n
Luha	Luha	0		H	sg n
Keldres	Keldres	0		H	sg n
Taavits	Taavits	0		H	sg n
Saarele	Saarele	le		H	sg n
Keerman	Keerman	0		H	sg n
Kermannil	Kermannil	l		H	sg n
Puchziht	Puchziht	0		H	sg n
Laurissoni	Laurissoni	0		H	sg n
Kukkemlki	Kukkemlki	0		H	sg n
Jõulu	Jõulu	0		H	sg n
Matsi	Matsi	0		H	sg n
Keermani	Keerman	0		H	sg g
Rechnung	rehnung	0		S	sg n
Papellul	Papello	l		H	sg ad
Kerman	Kerman	0		H	sg n
Laarile	Laari	le		H	sg all
Villem	Villem	0		H	sg n
Panti	Panti	0		H	sg n
Jüri	Jüri	0		H	sg n
Tootsmannil	Tootsmannil	l		H	sg n
Paluson	Paluson	0		H	sg n
Uibul	Uibul	0		H	sg n
Podrätschikul	Podrätsik	l		H	sg ad
Villelm	Villem	0		H	sg g
Kihvasse	Kihvasse	sse		H	sg n
Kaevas	Kaevas	s		H	sg n
Joora	Joora	0		H	sg n
Paursoni	Paurson	0		H	sg g
tohtertamine	tohterdamine	0		S	sg n
Mitti	Mitti	0		H	sg n
Suiku	Suik	0		H	sg g
Sombak	Sombak	0		H	sg n
Krootmann	Krootmann	0		H	sg n
Loskit	Loskit	0		H	sg n
Aru	Aru	0		H	sg n
Juhkamson	Juhkamson	0		H	sg n
Andersni	Anderson	0		H	sg n
Suigul	Suigul	0		H	sg n
Paju	Paju	0		H	sg n
Juson	Juson	0		H	sg n
Leesikmäe	Leesikmäe	0		H	sg n
Patska	Patska	0		H	sg n
Ilm	Ilm	0		H	sg n
Sip	Sip	0		H	sg n
Andres	Andres	0		H	sg n
Juuli	Juuli	0		H	sg n
Leena	Leena	0		H	sg n
kül	küll	0		D	
Jakobsoni	Jakobsoni	0		H	sg n
Papellu	Papello	0		H	sg n
Andersonil	Anderson	l		H	sg ad
Tompsn	Tompsn	0		H	sg n
Kunimäe	Kunimäe	0		H	sg n
Repapp	Repapp	0		H	sg n
T	T	0		Y	sg n
Sild	Sild	0		H	sg n
Krootmannilnuaga	Krootmann	ga		H	sg kom
Õeunal	Õeunal	0		H	sg n
Tootsmanni	Tootsmann	0		H	sg g
Rätsep	Rätsep	0		H	sg n
võttas	võt	as		V	s
Kortsinaene	Kortsinaene	0		H	sg n
Juhkamsonil	Juhkamson	l		H	sg ad
Marmonn	Marmonn	0		H	sg n
Toom	Toom	0		H	sg n
Pehapi	Pehap	0		H	sg g
Pillaus	Pillaus	0		H	sg n
Sarvel	Sarve	l		H	sg ad
Kükkel	Kükkel	0		H	sg n
Krootmanni	Krootmann	0		H	sg g
linna	linna	0		H	sg n
Jõnsoni	Jõnsoni	0		H	sg n
Kukk	Kukk	0		H	sg n
mes	mis	0		P	sg n
Andersoni	Anderson	0		H	sg g
Aebi	Aebi	0		H	sg n
Pangodist	Pangodist	t		H	sg n
Lesteri	Lester	0		H	sg g
Olep	Olep	0		H	sg n
